S.No.,transformer,Date & Time Stamp,V(R),V(Y),V(B),VRB,VRY,VYB,I(R),I(Y),I(B),kW,kVA,PF(R),PF(Y),PF(B),THD(V-R),THD(V-Y),THD(V-B),THD(I-R),THD(I-Y),THD(I-B),FREQUENCY,Frwd.kWh,REV.ACTENERGY,FRWD.APPENERGY,FRWD.REACTENERGY,kVA-R,kVA-Y,kVA-B,KVAH.FWD,KVAH.REV,kVAr-R,KVARH.LAG.FWD,KVARH.LAG.REV,KVARH.LEAD.FWD,KVARH.LEAD.REV,kVAr-Y,kVAr-B,kWH-Fwd,KWH.REV,kW-R,kW-Y,kW-B,kVA,REV.APPENERGY,REV.REACTENERGY,TOT.kVAh,TOT.KVARH.LEG,TOT.kWh/Fwd.kWh/Active Energy Sent Out,,TEMP4,TOT.KVAH,TOT.KVARH.LEG,TOT.KWH
209,SNO1000005,15-09-2022 15:05,235.3,231.1,233,75.2,140.4,97,71.83,72.2,1,0.99,0.99,2,1.9,2.1,1.28,1,0.31,411,399,405,50,"8,98,086.69",-,"9,10,833.48","1,38,83,456.00",3.23,"9,10,83,343.00",4,0.86,17.5,"1,38,83,456.00",3,"21,073.00","64,575.00",17.5,17.5,3.59,22.28,"8,98,08,652.00",-,17.5,32.05,1,7.68,4,3,654.5,654.92,655.28,652.28,"9,10,833.48","1,38,158.41","8,98,086.69"
210,SNO1000005,15-09-2022 15:02,235.3,231.5,232.8,71.1,139.2,100.3,71.36,71.7,1,0.99,1,2.3,2.1,2.2,1.26,1.07,0.68,408,401,402,50,"8,98,083.55",-,"9,10,830.31","1,38,83,421.00",3.43,"9,10,83,027.00",4,0.97,16.5,"1,38,83,421.00",3,"21,073.00","49,567.00",16.5,16.5,3.19,23.01,"8,98,08,338.00",-,16.52,31.84,1,7.59,4,3,654.48,654.9,655.27,652.28,"9,10,830.31","1,38,158.05","8,98,083.55"
211,SNO1000005,15-09-2022 15:00,235,231.2,233.1,79.8,137,92.2,71.01,71.3,1,0.99,1,2.2,2.2,1.8,1.18,1.08,0.8,411,399,405,50,"8,98,080.48",-,"9,10,827.22","1,38,83,390.00",3.36,"9,10,82,718.00",4,1.08,18.5,"1,38,83,390.00",3,"21,073.00","63,588.00",18.5,18.5,2.72,21.14,"8,98,08,031.00",-,18.55,31.33,1,7.17,4,3,654.46,654.88,655.25,652.28,"9,10,827.22","1,38,157.75","8,98,080.48"
212,SNO1000005,15-09-2022 14:57,235,230.6,233,71.3,136.7,88.9,67.95,68.2,1,0.98,1,2.3,1.9,2.2,1.24,1.19,0.89,411,400,402,50,"8,98,077.45",-,"9,10,824.18","1,38,83,357.00",3.65,"9,10,82,413.00",4,1.18,16.5,"1,38,83,357.00",3,"21,073.00","16,084.00",16.5,16.5,3.12,20.26,"8,98,07,728.00",-,16.55,31.14,1,7.95,4,3,654.42,654.87,655.19,652.28,"9,10,824.18","1,38,157.41","8,98,077.45"
213,SNO1000005,15-09-2022 14:54,234.5,232,232.7,59.7,128.5,96.1,65.23,65.5,1,0.99,1,2.1,2.1,1.8,1.4,1.09,0.89,409,401,403,50,"8,98,074.48",-,"9,10,821.19","1,38,83,325.00",3.68,"9,10,82,114.00",4,1,13.8,"1,38,83,325.00",3,"21,073.00","28,273.00",13.8,13.8,2.41,21.95,"8,98,07,431.00",-,13.79,29.49,1,7.08,4,3,654.48,654.92,655.26,652.28,"9,10,821.19","1,38,157.10","8,98,074.48"
214,SNO1000005,15-09-2022 14:52,234.9,230.7,232.8,66.2,151.7,101,73.19,73.4,1,0.99,1,1.7,2.1,2.1,1.16,0.99,0.14,409,399,402,50,"8,98,071.41",-,"9,10,818.10","1,38,83,295.00",3.33,"9,10,81,805.00",4,0.78,15.3,"1,38,83,295.00",3,"21,073.00","38,629.00",15.3,15.3,3.33,23.2,"8,98,07,124.00",-,15.37,34.62,1,7.44,4,3,654.53,654.94,655.31,652.28,"9,10,818.10","1,38,156.80","8,98,071.41"
215,SNO1000005,15-09-2022 14:49,235.2,230.4,233,55.8,148.5,112.2,72.77,72.9,1,1,1,2.1,1.9,1.9,1.55,1.07,0.79,411,400,402,50,"8,98,068.21",-,"9,10,814.88","1,38,83,265.00",2.08,"9,10,81,484.00",4,0.12,12.9,"1,38,83,265.00",3,"21,073.00","43,652.00",12.9,12.9,2.81,25.95,"8,98,06,804.00",-,12.93,33.88,1,5.02,4,3,654.54,654.94,655.32,652.28,"9,10,814.88","1,38,156.56","8,98,068.21"
216,SNO1000005,15-09-2022 14:47,234.5,231.2,232.6,62.7,123,97.7,65.2,65.2,-1,1,1,2.9,1,2.1,1.34,1.54,0.87,409,400,402,50,"8,98,065.29",-,"9,10,811.95","1,38,83,243.00",1.91,"9,10,81,191.00",4,-0.09,14.5,"1,38,83,243.00",3,"21,073.00","16,144.00",14.5,14.5,1.48,22.54,"8,98,06,512.00",-,14.53,28.13,2,3.49,4,3,654.59,655.01,-,652.28,"9,10,811.95","1,38,156.51","8,98,065.29"
217,SNO1000005,15-09-2022 14:44,234.7,231.3,232.4,58.7,131.3,94.8,65.17,65.5,1,0.99,0.99,2.1,2.2,2.1,1.52,1.35,0.62,409,400,402,50,"8,98,062.47",-,"9,10,809.12","1,38,83,217.00",2.77,"9,10,80,907.00",4,1.01,13.5,"1,38,83,217.00",3,"21,073.00","14,142.00",13.5,13.5,3.86,21.75,"8,98,06,230.00",-,13.54,29.88,2,7.64,4,3,654.7,655.14,0.09,652.28,"9,10,809.12","1,38,156.31","8,98,062.47"
218,SNO1000005,15-09-2022 14:41,234.4,231.3,232.3,65.5,132.8,96.9,67.57,67.9,1,0.99,0.99,2.1,2.1,2.1,1.32,1.15,0.36,409,398,404,49.9,"8,98,059.61",-,"9,10,806.23","1,38,83,183.00",2.48,"9,10,80,619.00",4,0.81,15.1,"1,38,83,183.00",3,"21,073.00","31,186.00",15.1,15.1,4.59,22.28,"8,98,05,944.00",-,15.15,30.14,2,7.87,4,3,655.21,0.11,0.6,652.3,"9,10,806.23","1,38,155.97","8,98,059.61"
219,SNO1000005,15-09-2022 14:39,234.5,231.2,232.4,65.3,139.1,98.9,69.44,69.8,1,0.99,0.99,2.2,1.9,2.4,1.29,1.16,0.23,409,400,402,50,"8,98,056.47",-,"9,10,803.08","1,38,83,148.00",3.08,"9,10,80,303.00",4,0.84,15.1,"1,38,83,148.00",3,"21,073.00","52,415.00",15.1,15.1,4.12,22.66,"8,98,05,630.00",-,15.12,31.66,1,8.03,4,3,654.42,654.88,655.19,652.28,"9,10,803.08","1,38,155.62","8,98,056.47"
220,SNO1000005,15-09-2022 14:37,234.6,231.7,232.7,70.5,132.5,93.1,68.02,68.2,1,0.99,0.99,2.1,2.1,2.2,1.25,1.12,0.6,409,400,402,50,"8,98,054.08",-,"9,10,800.67","1,38,83,124.00",2.3,"9,10,80,062.00",4,1.18,16.3,"1,38,83,124.00",3,"21,073.00","59,533.00",16.3,16.3,3.59,21.44,"8,98,05,391.00",-,16.32,30.26,1,7.08,4,3,654.42,654.88,655.19,652.28,"9,10,800.67","1,38,155.37","8,98,054.08"
221,SNO1000005,15-09-2022 14:34,235.4,231.4,232.7,80,123.8,97.4,69.34,69.5,-1,1,0.99,2,2,1.9,1.17,1.11,0.73,410,399,404,50,"8,98,051.23",-,"9,10,797.81","1,38,83,102.00",1.43,"9,10,79,776.00",4,-0.53,18.6,"1,38,83,102.00",3,"21,072.00","23,578.00",18.6,18.6,3.93,22.52,"8,98,05,106.00",-,18.65,28.17,1,5.89,4,3,654.5,654.92,655.28,652.28,"9,10,797.81","1,38,155.24","8,98,051.23"
222,SNO1000005,15-09-2022 14:32,235.4,231.8,232.8,88.2,129.2,94.3,71.77,72,1,0.99,0.99,1.9,2.2,2.1,1.19,1,0.73,410,401,402,50,"8,98,048.13",-,"9,10,794.70","1,38,83,078.00",2.27,"9,10,79,466.00",4,0.24,20.5,"1,38,83,078.00",3,"21,070.00","43,758.00",20.5,20.5,4.31,21.74,"8,98,04,796.00",-,20.59,29.44,1,6.82,4,3,654.5,654.92,655.28,652.28,"9,10,794.70","1,38,155.23","8,98,048.13"
223,SNO1000005,15-09-2022 14:29,235.3,231.4,233,78.7,128.4,94.1,69.04,69.6,1,0.99,0.98,2.2,2.1,2.2,1.26,1.05,0.73,411,401,403,50,"8,98,045.11",-,"9,10,791.66","1,38,83,046.00",2.41,"9,10,79,162.00",4,0.73,18.3,"1,38,83,046.00",3,"21,070.00","43,259.00",18.3,18.3,5.35,21.69,"8,98,04,494.00",-,18.32,29.03,1,8.5,4,3,654.51,654.94,655.29,652.28,"9,10,791.66","1,38,154.90","8,98,045.11"
224,SNO1000005,15-09-2022 14:26,235.4,231.7,232.9,83.2,130.5,98.8,71.78,72.3,1,1,0.98,2.2,2,2.6,1.18,1.31,0.6,410,401,402,50,"8,98,042.01",-,"9,10,788.53","1,38,83,013.00",2,"9,10,78,849.00",4,0.28,19.4,"1,38,83,013.00",3,"21,070.00","23,469.00",19.4,19.4,5.3,22.83,"8,98,04,184.00",-,19.41,29.55,2,7.57,4,3,654.67,655.03,0.09,652.29,"9,10,788.53","1,38,154.57","8,98,042.01"
225,SNO1000005,15-09-2022 14:24,235.3,231.8,233.4,90.3,133.9,94.5,73.51,73.7,1,0.99,0.99,2.1,2.2,2.1,1.1,0.61,0.81,411,401,403,50,"8,98,038.75",-,"9,10,785.25","1,38,82,982.00",2.5,"9,10,78,521.00",4,0.33,21,"1,38,82,982.00",3,"21,070.00","64,754.00",21,21,3.97,21.81,"8,98,03,857.00",-,21.09,30.61,1,6.8,4,3,654.51,654.91,655.3,652.28,"9,10,785.25","1,38,154.27","8,98,038.75"
226,SNO1000005,15-09-2022 14:21,235.7,231.9,233.9,86.2,136.6,96.4,73.75,73.9,-1,1,0.99,2,2.2,2.1,1.14,1.02,0.69,411,401,403,50,"8,98,035.50",-,"9,10,781.98","1,38,82,953.00",2.18,"9,10,78,194.00",4,-0.21,20.1,"1,38,82,953.00",3,"21,069.00","2,742.00",20.1,20.1,3.7,22.34,"8,98,03,532.00",-,20.16,31.26,1,6.1,4,3,654.45,654.88,655.24,652.28,"9,10,781.98","1,38,154.04","8,98,035.50"
227,SNO1000005,15-09-2022 14:19,236.4,232.9,233.1,84.1,117.9,102,70.46,70.5,-1,1,0.99,2.3,2.3,2.2,1.06,1.17,0.65,412,401,406,50,"8,98,032.37",-,"9,10,778.85","1,38,82,932.00",0.69,"9,10,77,880.00",4,-0.18,19.7,"1,38,82,932.00",3,"21,069.00","8,612.00",19.7,19.7,3.06,23.67,"8,98,03,220.00",-,19.73,27.06,1,3.93,4,3,654.39,654.85,655.18,652.28,"9,10,778.85","1,38,154.03","8,98,032.37"
228,SNO1000005,15-09-2022 14:16,235.8,232.6,233.3,91.5,122.5,92.9,70.99,71.1,1,1,0.99,2.1,2.1,2.1,1.01,1.01,0.84,411,402,404,50,"8,98,029.30",-,"9,10,775.77","1,38,82,911.00",1.53,"9,10,77,572.00",4,0.62,21.4,"1,38,82,911.00",3,"21,068.00","59,142.00",21.4,21.4,3.68,21.5,"8,98,02,913.00",-,21.43,28.06,1,5.83,4,3,654.5,654.95,655.28,652.28,"9,10,775.77","1,38,153.87","8,98,029.30"
229,SNO1000005,15-09-2022 14:13,236,232.9,232.9,86.5,124.3,103,72.58,72.8,1,1,0.99,1.9,2,1.8,1.07,1.08,0.61,411,403,403,50,"8,98,026.19",-,"9,10,772.64","1,38,82,884.00",1.47,"9,10,77,259.00",4,0.75,20.2,"1,38,82,884.00",3,"21,068.00","59,611.00",20.2,20.2,4.06,23.86,"8,98,02,601.00",-,20.26,28.47,2,6.28,4,3,654.7,655.13,0.11,652.29,"9,10,772.64","1,38,153.60","8,98,026.19"
230,SNO1000005,15-09-2022 14:11,235.7,232.8,234.3,92.8,124.9,80.7,68.9,69.1,-1,1,0.99,2,2.3,1.5,1.08,1.26,2.36,412,402,405,50,"8,98,023.03",-,"9,10,769.46","1,38,82,852.00",1.04,"9,10,76,942.00",4,-0.57,21.7,"1,38,82,852.00",3,"21,068.00","57,314.00",21.7,21.7,3.67,18.57,"8,98,02,286.00",-,21.72,28.61,2,5.28,4,3,655.23,0.16,0.63,652.3,"9,10,769.46","1,38,153.29","8,98,023.03"
231,SNO1000005,15-09-2022 14:08,236.5,233.2,234.9,89,117.7,82.5,67.35,67.3,-1,1,1,2.3,2.4,2.3,1.09,1.08,0.96,413,406,404,50.1,"8,98,020.11",-,"9,10,766.53","1,38,82,836.00",0.97,"9,10,76,649.00",4,-0.49,20.9,"1,38,82,836.00",3,"21,066.00","56,234.00",20.9,20.9,1.87,19.23,"8,98,01,994.00",-,20.91,27.21,2,3.33,4,3,654.58,654.93,0.02,652.28,"9,10,766.53","1,38,153.28","8,98,020.11"
232,SNO1000005,15-09-2022 14:06,236.7,233.2,235.4,89.1,124.2,79.7,68.11,68.2,-1,1,0.99,1.9,2.1,2.1,1.21,1.14,0.91,413,402,409,50.1,"8,98,017.79",-,"9,10,764.21","1,38,82,822.00",1.07,"9,10,76,417.00",4,-0.03,20.9,"1,38,82,822.00",3,"21,065.00","44,735.00",20.9,20.9,3.35,18.64,"8,98,01,762.00",-,20.92,28.55,2,4.44,4,3,654.58,654.93,0.02,652.28,"9,10,764.21","1,38,153.25","8,98,017.79"
233,SNO1000005,15-09-2022 14:03,237.3,232.7,235.6,87.6,140.1,97.9,75.65,75.8,1,1,0.99,1.8,2.4,2,0.94,1.04,0.89,414,404,406,50.1,"8,98,014.67",-,"9,10,761.07","1,38,82,792.00",1.58,"9,10,76,102.00",4,0.81,20.6,"1,38,82,792.00",3,"21,065.00","61,833.00",20.6,20.6,4.38,22.91,"8,98,01,450.00",-,20.64,32.1,1,6.77,4,3,654.3,654.81,655.08,652.28,"9,10,761.07","1,38,152.95","8,98,014.67"
234,SNO1000005,15-09-2022 14:01,237.2,233.9,235.9,101.3,136.3,85.1,75.23,75.4,1,1,0.99,1.9,2,2,0.77,1.05,0.99,416,404,407,50.1,"8,98,011.40",-,"9,10,757.79","1,38,82,767.00",1.84,"9,10,75,774.00",4,0.47,23.9,"1,38,82,767.00",3,"21,065.00","25,687.00",23.9,23.9,3.52,19.85,"8,98,01,123.00",-,23.9,31.49,2,5.83,4,3,654.68,655.04,0.13,652.28,"9,10,757.79","1,38,152.70","8,98,011.40"
235,SNO1000005,15-09-2022 13:58,237.1,233.3,236,95.4,133.9,93.6,75.14,75.3,1,1,0.99,2.2,2.3,2.2,1.14,1.1,1.21,415,404,408,50.1,"8,98,008.13",-,"9,10,754.50","1,38,82,740.00",0.88,"9,10,75,445.00",4,0.4,22.4,"1,38,82,740.00",3,"21,065.00","24,978.00",22.4,22.4,4.08,21.94,"8,98,00,796.00",-,22.46,30.74,2,5.36,4,3,654.56,654.97,-,652.29,"9,10,754.50","1,38,152.48","8,98,008.13"
236,SNO1000005,15-09-2022 13:56,237.6,233.1,235.7,78.2,137.6,77.2,68.1,68.1,-1,1,0.99,2.3,2.3,2.2,1.26,1.05,1.06,414,404,407,50.1,"8,98,005.00",-,"9,10,751.36","1,38,82,715.00",1.41,"9,10,75,131.00",4,-0.14,18.3,"1,38,82,715.00",3,"21,065.00","26,832.00",18.3,18.3,3.43,18,"8,98,00,483.00",-,18.4,31.7,2,4.97,4,3,654.56,654.98,-,652.29,"9,10,751.36","1,38,152.38","8,98,005.00"
237,SNO1000005,15-09-2022 13:53,236.9,234,235,85.8,131.1,98.1,73.14,73.4,1,0.99,0.99,2.3,2.5,2.2,1.16,0.96,0.88,413,404,408,50.1,"8,98,001.86",-,"9,10,748.20","1,38,82,690.00",2.76,"9,10,74,816.00",4,0.58,20.1,"1,38,82,690.00",3,"21,064.00","30,632.00",20.1,20.1,4.16,22.77,"8,98,00,169.00",-,20.16,30.2,2,7.51,4,3,654.56,654.98,-,652.28,"9,10,748.20","1,38,152.23","8,98,001.86"
238,SNO1000005,15-09-2022 13:50,236.9,233.9,235,80.1,130.5,95.5,70.86,71.3,1,0.99,0.99,2.1,1.8,2,1.23,1.17,0.69,413,402,409,50.1,"8,97,998.73",-,"9,10,745.05","1,38,82,654.00",3.03,"9,10,74,501.00",4,0.82,18.7,"1,38,82,654.00",3,"21,064.00","64,851.00",18.7,18.7,4.75,22.15,"8,97,99,856.00",-,18.77,29.94,2,8.59,4,3,654.64,655,0.09,652.29,"9,10,745.05","1,38,151.87","8,97,998.73"
239,SNO1000005,15-09-2022 13:48,236.8,234.3,234.8,97.3,131.7,86.9,73.24,73.6,1,0.99,0.99,2.2,2.2,2,1.04,1.02,0.56,414,404,407,50.1,"8,97,995.63",-,"9,10,741.92","1,38,82,617.00",3.21,"9,10,74,188.00",4,0.43,22.8,"1,38,82,617.00",3,"21,064.00","55,525.00",22.8,22.8,4.4,20.03,"8,97,99,546.00",-,22.88,30.33,1,8.05,4,3,654.52,654.93,655.34,652.28,"9,10,741.92","1,38,151.50","8,97,995.63"
240,SNO1000005,15-09-2022 13:45,236.8,234.2,235.4,96.8,131.5,83.1,72.17,72.7,1,0.98,0.99,2.3,2.6,2.3,1.36,0.98,0.94,413,402,410,50.1,"8,97,992.45",-,"9,10,738.71","1,38,82,581.00",3.39,"9,10,73,867.00",4,0.85,22.7,"1,38,82,581.00",3,"21,064.00","4,146.00",22.7,22.7,4.32,19.13,"8,97,99,228.00",-,22.73,30.32,1,8.57,4,3,654.53,654.99,655.34,652.28,"9,10,738.71","1,38,151.14","8,97,992.45"
241,SNO1000005,15-09-2022 13:43,236.9,234.5,235.3,83.6,125.6,87.9,69.17,69.3,1,1,0.99,2.5,1.8,2.2,1.12,1.17,0.8,413,404,408,50,"8,97,989.40",-,"9,10,735.65","1,38,82,547.00",1.98,"9,10,73,560.00",4,0.18,19.6,"1,38,82,547.00",3,"21,064.00","51,725.00",19.6,19.6,3.12,20.48,"8,97,98,923.00",-,19.64,29.05,2,5.29,4,3,654.84,655.24,0.28,652.29,"9,10,735.65","1,38,150.80","8,97,989.40"
242,SNO1000005,15-09-2022 13:40,237.2,234.1,235.4,87,123.6,89.1,69.8,69.9,1,0.99,1,2.4,2.4,2.2,0.97,1.09,0.82,414,405,408,50,"8,97,986.40",-,"9,10,732.63","1,38,82,522.00",2.27,"9,10,73,259.00",4,0.04,20.4,"1,38,82,522.00",3,"21,064.00","53,354.00",20.4,20.4,2.81,20.75,"8,97,98,623.00",-,20.49,28.56,2,5.12,4,3,0.05,0.26,0.84,652.31,"9,10,732.63","1,38,150.65","8,97,986.40"
243,SNO1000005,15-09-2022 13:37,236.7,233.5,235.7,87,141.7,88.9,73.59,74,1,0.99,0.99,2.3,2.4,2.4,1.32,1.14,0.87,413,404,407,50,"8,97,983.31",-,"9,10,729.52","1,38,82,494.00",3.37,"9,10,72,948.00",4,1.27,20.4,"1,38,82,494.00",3,"21,064.00","22,405.00",20.4,20.4,3.76,20.55,"8,97,98,314.00",-,20.38,32.66,2,8.4,4,3,654.57,654.94,0.01,652.28,"9,10,729.52","1,38,150.48","8,97,983.31"
244,SNO1000005,15-09-2022 13:35,237.1,233.9,235.3,90,139.2,92.1,74.68,74.9,1,0.99,0.99,2.3,2.4,2.1,1.04,1.01,0.76,414,404,407,50,"8,97,980.59",-,"9,10,726.79","1,38,82,464.00",2.37,"9,10,72,675.00",4,1,21.1,"1,38,82,464.00",3,"21,064.00","9,244.00",21.1,21.1,4,21.42,"8,97,98,042.00",-,21.16,32.1,2,7.37,4,3,654.57,654.94,0.01,652.28,"9,10,726.79","1,38,150.18","8,97,980.59"
245,SNO1000005,15-09-2022 13:33,237.6,233.9,236,93,144.4,86.8,75.32,75.7,1,0.99,0.99,2.1,2,2.3,1.04,1.04,1.02,415,404,408,50.1,"8,97,977.26",-,"9,10,723.43","1,38,82,431.00",2.54,"9,10,72,339.00",4,1.1,21.9,"1,38,82,431.00",3,"21,064.00","64,600.00",21.9,21.9,4.87,20.18,"8,97,97,708.00",-,21.91,33.22,1,8.51,4,3,654.48,654.89,655.28,652.28,"9,10,723.43","1,38,149.85","8,97,977.26"
246,SNO1000005,15-09-2022 13:30,237.5,234.4,236.1,74.6,118.8,90.5,66.14,66.2,1,1,1,2.1,2.4,2.3,1.29,0.98,1.13,415,403,411,50.1,"8,97,974.12",-,"9,10,720.28","1,38,82,401.00",2.01,"9,10,72,023.00",4,0.21,17.5,"1,38,82,401.00",3,"21,064.00","19,460.00",17.5,17.5,2.68,21.09,"8,97,97,394.00",-,17.53,27.52,1,4.89,4,3,654.51,654.9,655.32,652.28,"9,10,720.28","1,38,149.59","8,97,974.12"
247,SNO1000005,15-09-2022 13:27,237.5,233.9,236.1,78.8,122.5,99.7,70.17,70.3,-1,1,1,2.2,2.3,2.2,1.24,1.15,0.8,415,402,410,50.1,"8,97,971.12",-,"9,10,717.27","1,38,82,381.00",1.7,"9,10,71,723.00",4,-0.32,18.5,"1,38,82,381.00",3,"21,064.00","25,486.00",18.5,18.5,2.8,23.35,"8,97,97,095.00",-,18.53,28.29,1,4.82,4,3,654.44,654.87,655.25,652.28,"9,10,717.27","1,38,149.54","8,97,971.12"
248,SNO1000005,15-09-2022 13:25,237.2,233.4,235,85.2,139.3,95.7,74.14,74.6,1,0.99,0.99,2.4,2.5,2.1,1.2,1,0.85,416,404,407,50.1,"8,97,968.01",-,"9,10,714.14","1,38,82,351.00",2.4,"9,10,71,410.00",4,0.73,20,"1,38,82,351.00",3,"21,064.00","11,983.00",20,20,5.23,22.23,"8,97,96,784.00",-,20.02,31.89,1,8.37,4,3,654.44,654.85,655.25,652.28,"9,10,714.14","1,38,149.35","8,97,968.01"
249,SNO1000005,15-09-2022 13:22,237.4,233.5,234.6,77.8,148.1,106.6,77.17,77.4,1,0.99,0.99,2.2,2.2,2.3,1.37,0.87,0.79,413,404,406,50,"8,97,964.68",-,"9,10,710.79","1,38,82,315.00",2.78,"9,10,71,074.00",4,0.64,18.2,"1,38,82,315.00",3,"21,064.00","45,854.00",18.2,18.2,3.99,24.74,"8,97,96,451.00",-,18.25,34.17,1,7.41,4,3,654.48,654.89,655.29,652.28,"9,10,710.79","1,38,148.99","8,97,964.68"
250,SNO1000005,15-09-2022 13:20,237.1,232.6,235.1,71.3,147.3,91,71.48,71.8,1,0.99,0.99,2.2,2.1,2.1,1.34,0.97,0.84,414,404,406,50,"8,97,961.41",-,"9,10,707.50","1,38,82,281.00",2.91,"9,10,70,746.00",4,0.69,16.6,"1,38,82,281.00",3,"21,064.00","60,821.00",16.6,16.6,4.61,21.07,"8,97,96,124.00",-,16.67,33.75,1,8.2,4,3,654.36,654.81,655.17,652.28,"9,10,707.50","1,38,148.65","8,97,961.41"
251,SNO1000005,15-09-2022 13:17,237,233.5,234.7,70.8,137.4,96.5,70.63,70.8,-1,1,0.99,2.7,2.4,2.4,1.48,0.94,0.79,413,404,406,50,"8,97,958.41",-,"9,10,704.48","1,38,82,255.00",1.86,"9,10,70,444.00",4,-0.55,16.5,"1,38,82,255.00",3,"21,063.00","18,521.00",16.5,16.5,4.27,22.46,"8,97,95,824.00",-,16.56,31.61,1,6.68,4,3,654.44,654.88,655.24,652.28,"9,10,704.48","1,38,148.62","8,97,958.41"
252,SNO1000005,15-09-2022 13:14,236.2,233.4,234.6,70.7,133.5,90.5,68.28,68.4,1,0.99,0.99,2.5,2.5,2.4,1.52,1.06,0.77,413,404,406,50,"8,97,955.44",-,"9,10,701.50","1,38,82,232.00",2.25,"9,10,70,146.00",4,0.3,16.4,"1,38,82,232.00",3,"21,061.00","36,628.00",16.4,16.4,3.23,21.01,"8,97,95,527.00",-,16.48,30.79,1,5.79,4,3,654.48,654.92,655.28,652.28,"9,10,701.50","1,38,148.59","8,97,955.44"
253,SNO1000005,15-09-2022 13:12,236.1,232.9,234.3,86.4,131.9,91.1,71.35,71.8,1,0.99,0.99,2.2,2.3,2.2,1.18,1.07,0.76,413,403,405,50,"8,97,952.59",-,"9,10,698.63","1,38,82,200.00",2.77,"9,10,69,859.00",4,0.42,20.2,"1,38,82,200.00",3,"21,061.00","38,200.00",20.2,20.2,5.02,21.05,"8,97,95,242.00",-,20.21,30.08,2,8.21,4,3,654.63,655.09,0.04,652.28,"9,10,698.63","1,38,148.27","8,97,952.59"
254,SNO1000005,15-09-2022 13:09,236.1,233.2,234.3,84.7,134.5,97.2,73.16,73.5,1,0.99,0.99,2.3,2.5,2.4,1.3,0.99,0.77,413,404,406,50,"8,97,949.42",-,"9,10,695.44","1,38,82,166.00",2.53,"9,10,69,539.00",4,0.41,19.8,"1,38,82,166.00",3,"21,061.00","51,864.00",19.8,19.8,4.49,22.52,"8,97,94,925.00",-,19.8,30.83,2,7.43,4,3,655.17,0.08,0.6,652.3,"9,10,695.44","1,38,147.93","8,97,949.42"
255,SNO1000005,15-09-2022 13:07,236.3,232.8,234.6,77.2,130.4,87.5,68.43,68.3,-1,1,1,2.1,1.8,2.1,1.33,1.2,0.89,413,403,405,50,"8,97,946.33",-,"9,10,692.34","1,38,82,141.00",1.63,"9,10,69,229.00",4,-0.41,18,"1,38,82,141.00",3,"21,061.00","13,089.00",18,18,1.56,20.33,"8,97,94,616.00",-,18.04,30.06,1,3.6,4,3,654.48,654.87,655.3,652.28,"9,10,692.34","1,38,147.75","8,97,946.33"
256,SNO1000005,15-09-2022 13:04,236.5,233.1,234.1,94,132,109,77.8,77.9,-1,1,0.99,2.5,2.1,2.3,1.1,1.13,0.53,413,402,408,50.1,"8,97,943.69",-,"9,10,689.69","1,38,82,125.00",1.9,"9,10,68,964.00",4,-0.31,22,"1,38,82,125.00",3,"21,059.00","35,910.00",22,22,3.25,25.37,"8,97,94,352.00",-,22.06,30.37,1,5.46,4,3,654.48,654.87,655.3,652.28,"9,10,689.69","1,38,147.75","8,97,943.69"
257,SNO1000005,15-09-2022 13:02,236,232.7,233.9,94.9,131.3,111.5,78.11,78.4,1,1,0.99,1.8,2.3,1.8,1.1,1.04,0.67,412,401,406,50.2,"8,97,940.31",-,"9,10,686.29","1,38,82,098.00",2.48,"9,10,68,625.00",4,0.66,22.2,"1,38,82,098.00",3,"21,058.00","13,337.00",22.2,22.2,4.5,25.87,"8,97,94,014.00",-,22.22,30.02,1,7.64,4,3,654.39,654.82,655.19,652.28,"9,10,686.29","1,38,147.61","8,97,940.31"
258,SNO1000005,15-09-2022 12:59,235.5,232.6,233.5,99.1,141.6,110.7,81.37,81.4,1,1,0.99,2.6,2.7,2.3,1.1,1.13,0.7,411,400,406,50.1,"8,97,936.97",-,"9,10,682.94","1,38,82,066.00",2,"9,10,68,289.00",4,0.21,23.1,"1,38,82,066.00",3,"21,058.00","14,524.00",23.1,23.1,3.51,25.7,"8,97,93,680.00",-,23.17,32.5,1,5.71,4,3,654.42,654.84,655.22,652.28,"9,10,682.94","1,38,147.29","8,97,936.97"
259,SNO1000005,15-09-2022 12:57,235.1,231.3,232.8,106,135.6,107.4,80.45,80.7,1,0.99,0.99,2,2.1,2,0.87,0.99,0.68,410,401,402,50,"8,97,933.41",-,"9,10,679.36","1,38,82,036.00",2.67,"9,10,67,932.00",4,0.45,24.7,"1,38,82,036.00",3,"21,058.00","3,913.00",24.7,24.7,4.2,24.77,"8,97,93,324.00",-,24.76,30.91,1,7.33,4,3,654.3,654.78,655.09,652.28,"9,10,679.36","1,38,146.99","8,97,933.41"
260,SNO1000005,15-09-2022 12:54,234.7,231.2,232.6,97.2,128,103.2,75.68,75.8,-1,1,0.99,2.4,2.3,2.2,1.12,1.06,0.77,409,400,402,50,"8,97,929.98",-,"9,10,675.92","1,38,82,011.00",1.17,"9,10,67,587.00",4,-0.1,22.6,"1,38,82,011.00",3,"21,058.00","48,947.00",22.6,22.6,3.7,23.88,"8,97,92,981.00",-,22.63,29.17,1,4.97,4,3,654.39,654.83,655.19,652.28,"9,10,675.92","1,38,146.87","8,97,929.98"
